customer_id,full_name,gender,age,city,state,pincode,phone,segment,acquisition_channel,join_date,app_user,email_opt_in,lifetime_orders,nps_score,tenure_years,age_band,nps_category
CUST001021,Manish Ghosh,Male,32,Bengaluru,Karnataka,841322,9396966740,Loyal,Instagram,2021-11-01,App User,Opted Out,6,6,3.4,26-35,Detractor (0-6)
CUST001022,Gaurav Joshi,Male,39,Mumbai,Maharashtra,528662,9197796802,New,Word of Mouth,2020-12-03,App User,Opted In,5,6,4.3,36-45,Detractor (0-6)
CUST001023,Jyoti Srivastava,Female,49,Bengaluru,Karnataka,725507,9720096934,Returning,Word of Mouth,2022-08-03,Non-App User,Opted In,2,6,2.7,46-60,Detractor (0-6)
CUST001024,Bhavna Dubey,Female,33,Delhi,Delhi,807186,9364106252,New,Word of Mouth,2024-05-24,Non-App User,Opted Out,1,8,0.9,26-35,Passive (7-8)
CUST001025,Ananya Mehta,Female,40,Kolkata,West Bengal,556353,9742011840,Returning,Instagram,2022-12-16,App User,Opted In,4,7,2.3,36-45,Passive (7-8)
CUST001026,Vikas Shah,Male,41,Mumbai,Maharashtra,642999,9652147842,Returning,Google Ads,2024-11-01,App User,Opted In,1,7,0.4,36-45,Passive (7-8)
CUST001027,Sanjay Ghosh,Male,40,Kolkata,West Bengal,434166,9333681352,New,Influencer,2020-06-01,Non-App User,Opted In,5,8,4.8,36-45,Passive (7-8)
CUST001028,Jyoti Pandey,Female,29,Bengaluru,Karnataka,506245,9157484737,Returning,Google Ads,2023-02-20,App User,Opted In,3,9,2.1,26-35,Promoter (9-10)
CUST001029,Shubham Rao,Male,36,Kolkata,West Bengal,643875,9953992454,Loyal,Instagram,2021-10-17,Non-App User,Opted In,11,7,3.5,36-45,Passive (7-8)
CUST001030,Hemant Joshi,Male,46,Bengaluru,Karnataka,560586,9195640470,Returning,Amazon,2021-05-20,App User,Opted Out,5,6,3.9,46-60,Detractor (0-6)
CUST001031,Priya Das,Female,40,Pune,Maharashtra,644705,9373392877,Loyal,Organic Search,2022-11-25,Non-App User,Opted In,7,6,2.3,36-45,Detractor (0-6)
CUST001032,Sakshi Verma,Female,36,Bengaluru,Karnataka,727890,9049186819,Returning,Instagram,2023-08-14,Non-App User,Opted Out,3,7,1.6,36-45,Passive (7-8)
CUST001033,Lavanya Bose,Female,31,Bengaluru,Karnataka,500887,9462293715,Returning,Amazon,2022-11-26,App User,Opted In,4,10,2.3,26-35,Promoter (9-10)
CUST001034,Neha Bhatt,Female,21,Bengaluru,Karnataka,426462,9052577354,Returning,Organic Search,2020-06-10,App User,Opted In,3,6,4.8,18-25,Detractor (0-6)
CUST001035,Ananya Bhat,Female,40,Ahmedabad,Gujarat,456369,9588903979,Returning,Email,2024-11-24,Non-App User,Opted In,4,7,0.3,36-45,Passive (7-8)
CUST001036,Khushi Pillai,Female,26,Pune,Maharashtra,657880,9383745552,New,Instagram,2020-11-24,App User,Opted In,4,6,4.4,26-35,Detractor (0-6)
CUST001037,Lavanya Nair,Female,30,Mumbai,Maharashtra,773514,9098922146,New,Amazon,2023-01-31,Non-App User,Opted In,2,7,2.2,26-35,Passive (7-8)
CUST001038,Shreya Patil,Female,38,Delhi,Delhi,833795,9201377238,Loyal,Organic Search,2021-11-04,App User,Opted Out,2,7,3.4,36-45,Passive (7-8)
CUST001039,Khushi Rajan,Female,34,Mumbai,Maharashtra,569798,9882813418,New,Organic Search,2021-04-27,Non-App User,Opted In,1,9,3.9,26-35,Promoter (9-10)
CUST001040,Rohit Desai,Male,26,Pune,Maharashtra,693494,9663812391,New,Organic Search,2020-06-30,App User,Opted In,2,5,4.8,26-35,Detractor (0-6)
CUST001041,Shreya Gupta,Female,37,Gurgaon,Haryana,814263,9005392291,Returning,Google Ads,2021-05-21,Non-App User,Opted Out,2,6,3.9,36-45,Detractor (0-6)
CUST001042,Jyoti Rajan,Female,28,Ahmedabad,Gujarat,629920,9893447996,Loyal,Google Ads,2022-12-05,App User,Opted In,14,8,2.3,26-35,Passive (7-8)
CUST001043,Divya Naik,Female,40,Delhi,Delhi,641954,9886432177,Returning,Organic Search,2022-10-12,App User,Opted In,4,7,2.5,36-45,Passive (7-8)
CUST001044,Amit Gupta,Male,21,Ahmedabad,Gujarat,786413,9408165039,Loyal,Organic Search,2020-06-21,App User,Opted In,2,6,4.8,18-25,Detractor (0-6)
CUST001045,Tushar Yadav,Male,41,Mumbai,Maharashtra,809134,9170914495,Loyal,Instagram,2021-08-14,Non-App User,Opted In,15,6,3.6,36-45,Detractor (0-6)
CUST001046,Sneha Bose,Female,24,Bengaluru,Karnataka,624328,9276461745,Returning,Instagram,2023-11-10,Non-App User,Opted In,2,8,1.4,18-25,Passive (7-8)
CUST001047,Swati Choudhary,Female,31,Delhi,Delhi,491842,9318165965,Returning,Instagram,2024-07-05,Non-App User,Opted In,1,8,0.7,26-35,Passive (7-8)
CUST001048,Heena Pandey,Female,46,Jaipur,Rajasthan,514574,9222075803,New,Instagram,2023-09-07,App User,Opted In,2,9,1.6,46-60,Promoter (9-10)
CUST001049,Varun Menon,Male,30,Mumbai,Maharashtra,629219,9613453088,Loyal,Amazon,2021-02-09,App User,Opted In,13,9,4.1,26-35,Promoter (9-10)
CUST001050,Nidhi Murthy,Female,27,Chennai,Tamil Nadu,823133,9760171015,Loyal,Organic Search,2022-03-18,Non-App User,Opted In,12,9,3.0,26-35,Promoter (9-10)
CUST001051,Shweta Mishra,Female,34,Chennai,Tamil Nadu,565615,9559866202,Loyal,Organic Search,2020-06-05,App User,Opted Out,6,7,4.8,26-35,Passive (7-8)
CUST001052,Sakshi Hegde,Female,21,Pune,Maharashtra,806450,9476562812,New,Organic Search,2021-12-19,App User,Opted In,4,5,3.3,18-25,Detractor (0-6)
CUST001053,Jyoti Malhotra,Female,24,Chennai,Tamil Nadu,591655,9016211709,Loyal,Instagram,2023-04-06,App User,Opted In,7,6,2.0,18-25,Detractor (0-6)
CUST001054,Gaurav Rajan,Male,32,Pune,Maharashtra,680244,9733789651,New,Instagram,2022-10-10,App User,Opted Out,2,9,2.5,26-35,Promoter (9-10)
CUST001055,Arjun Chatterjee,Male,21,Pune,Maharashtra,413607,9567350184,Loyal,Word of Mouth,2024-04-20,App User,Opted In,13,7,0.9,18-25,Passive (7-8)
CUST001056,Lavanya Singh,Female,45,Hyderabad,Telangana,820241,9616508164,Returning,Instagram,2020-11-16,Non-App User,Opted In,1,7,4.4,36-45,Passive (7-8)
CUST001057,Jyoti Pillai,Female,42,Delhi,Delhi,422111,9804904145,Returning,Word of Mouth,2021-01-22,App User,Opted Out,2,9,4.2,36-45,Promoter (9-10)
CUST001058,Tushar Pandey,Male,34,Bengaluru,Karnataka,440354,9953112767,Loyal,Organic Search,2024-01-24,App User,Opted In,16,6,1.2,26-35,Detractor (0-6)
CUST001059,Ravi Bhat,Male,31,Mumbai,Maharashtra,430664,9440941849,New,Word of Mouth,2025-01-22,Non-App User,Opted In,5,10,0.2,26-35,Promoter (9-10)
CUST001060,Heena Nair,Female,37,Bengaluru,Karnataka,777390,9729126095,Loyal,Instagram,2020-12-04,App User,Opted In,7,6,4.3,36-45,Detractor (0-6)
CUST001061,Divya Rajan,Female,27,Pune,Maharashtra,555705,9393509010,Loyal,Word of Mouth,2023-06-09,Non-App User,Opted In,5,10,1.8,26-35,Promoter (9-10)
CUST001062,Arjun Murthy,Male,44,Jaipur,Rajasthan,712005,9641800613,Returning,Word of Mouth,2020-12-06,Non-App User,Opted In,1,7,4.3,36-45,Passive (7-8)
CUST001063,Meera Bhatt,Female,38,Bengaluru,Karnataka,758318,9396696283,Returning,Word of Mouth,2020-08-07,App User,Opted In,1,10,4.6,36-45,Promoter (9-10)
CUST001064,Sachin Das,Male,55,Chennai,Tamil Nadu,801963,9892230846,Returning,Word of Mouth,2024-03-08,App User,Opted In,5,6,1.1,46-60,Detractor (0-6)
CUST001065,Kavya Agarwal,Female,30,Bengaluru,Karnataka,740694,9312427907,Returning,Google Ads,2022-02-25,App User,Opted In,1,9,3.1,26-35,Promoter (9-10)
CUST001066,Vineet Choudhary,Male,27,Bengaluru,Karnataka,495074,9705170636,Loyal,Word of Mouth,2021-08-29,App User,Opted In,14,10,3.6,26-35,Promoter (9-10)
CUST001067,Khushi Singh,Female,28,Mumbai,Maharashtra,625984,9664996050,Loyal,Influencer,2023-03-17,App User,Opted In,3,6,2.0,26-35,Detractor (0-6)
CUST001068,Deepika Bhat,Female,32,Delhi,Delhi,820044,9830450546,New,Google Ads,2024-06-17,Non-App User,Opted In,1,8,0.8,26-35,Passive (7-8)
CUST001069,Ravi Jain,Male,21,Bengaluru,Karnataka,472896,9875417074,New,Organic Search,2023-11-01,App User,Opted In,3,10,1.4,18-25,Promoter (9-10)
CUST001070,Swati Pandey,Female,43,Mumbai,Maharashtra,831755,9884193830,New,Organic Search,2023-01-29,App User,Opted In,5,9,2.2,36-45,Promoter (9-10)
CUST001071,Tarun Ghosh,Male,21,Kolkata,West Bengal,834182,9441078105,Returning,Amazon,2023-04-02,App User,Opted In,3,8,2.0,18-25,Passive (7-8)
CUST001072,Chhaya Reddy,Female,34,Delhi,Delhi,534591,9705343671,New,Influencer,2022-01-15,App User,Opted In,1,9,3.2,26-35,Promoter (9-10)
CUST001073,Varun Yadav,Male,50,Bengaluru,Karnataka,657012,9532678452,Loyal,Amazon,2024-05-16,Non-App User,Opted Out,17,6,0.9,46-60,Detractor (0-6)
CUST001074,Sakshi Patel,Female,28,Chennai,Tamil Nadu,613243,9950811068,New,Organic Search,2020-10-17,App User,Opted Out,2,5,4.5,26-35,Detractor (0-6)
CUST001075,Nidhi Rao,Female,48,Pune,Maharashtra,633435,9319993100,Returning,Influencer,2022-06-27,Non-App User,Opted In,5,8,2.8,46-60,Passive (7-8)
CUST001076,Lavanya Kulkarni,Female,21,Delhi,Delhi,555968,9375920756,New,Influencer,2021-03-11,Non-App User,Opted Out,5,10,4.1,18-25,Promoter (9-10)
CUST001077,Rajan Shah,Male,31,Bengaluru,Karnataka,567564,9008137024,Returning,Word of Mouth,2020-10-02,App User,Opted In,1,7,4.5,26-35,Passive (7-8)
CUST001078,Monika Verma,Female,21,Mumbai,Maharashtra,743279,9012121157,Returning,Google Ads,2022-11-30,App User,Opted Out,2,9,2.3,18-25,Promoter (9-10)
CUST001079,Bhavna Kulkarni,Female,37,Pune,Maharashtra,445651,9141200854,Returning,Email,2024-07-31,Non-App User,Opted In,2,7,0.7,36-45,Passive (7-8)
CUST001080,Riya Naik,Female,43,Pune,Maharashtra,514431,9560379511,New,Amazon,2021-03-03,App User,Opted Out,5,5,4.1,36-45,Detractor (0-6)
CUST001081,Ananya Patel,Female,21,Mumbai,Maharashtra,594679,9588996172,New,Organic Search,2023-12-01,App User,Opted In,1,5,1.3,18-25,Detractor (0-6)
CUST001082,Shubham Bhatt,Male,36,Bengaluru,Karnataka,437040,9974820579,Loyal,Instagram,2022-09-09,Non-App User,Opted Out,6,6,2.6,36-45,Detractor (0-6)
CUST001083,Bhavna Singh,Female,29,Delhi,Delhi,622482,9662213072,Returning,Instagram,2022-10-08,Non-App User,Opted Out,2,6,2.5,26-35,Detractor (0-6)
CUST001084,Rohit Patil,Male,47,Mumbai,Maharashtra,830045,9389136463,Loyal,Organic Search,2021-08-21,App User,Opted In,10,6,3.6,46-60,Detractor (0-6)
CUST001085,Ritika Rajan,Female,42,Delhi,Delhi,539550,9908085548,New,Word of Mouth,2023-06-02,App User,Opted In,3,6,1.8,36-45,Detractor (0-6)
CUST001086,Pooja Joshi,Female,42,Mumbai,Maharashtra,739501,9024491273,New,Instagram,2021-11-01,App User,Opted In,2,10,3.4,36-45,Promoter (9-10)
CUST001087,Bhavna Mishra,Female,38,Bengaluru,Karnataka,750321,9814561747,New,Amazon,2022-02-10,App User,Opted In,4,5,3.1,36-45,Detractor (0-6)
CUST001088,Manish Ghosh,Male,30,Bengaluru,Karnataka,684661,9885637741,Returning,Word of Mouth,2021-04-16,App User,Opted In,5,9,4.0,26-35,Promoter (9-10)
CUST001089,Jyoti Chatterjee,Female,33,Bengaluru,Karnataka,600146,9668852870,Returning,Google Ads,2023-08-04,App User,Opted Out,4,10,1.7,26-35,Promoter (9-10)
CUST001090,Anjali Desai,Female,34,Pune,Maharashtra,582360,9525703676,Loyal,Organic Search,2021-05-09,Non-App User,Opted In,1,8,3.9,26-35,Passive (7-8)
CUST001091,Mohit Das,Male,52,Mumbai,Maharashtra,434264,9069900882,Loyal,Instagram,2022-01-16,App User,Opted In,6,6,3.2,46-60,Detractor (0-6)
CUST001092,Karan Choudhary,Male,42,Delhi,Delhi,772977,9928274180,Loyal,Amazon,2025-01-12,App User,Opted Out,6,8,0.2,36-45,Passive (7-8)
CUST001093,Nidhi Patel,Female,33,Mumbai,Maharashtra,806086,9962523597,Returning,Email,2020-12-29,Non-App User,Opted Out,1,10,4.3,26-35,Promoter (9-10)
CUST001094,Jyoti Nair,Female,42,Chennai,Tamil Nadu,721108,9758830768,Loyal,Instagram,2023-07-07,App User,Opted In,2,6,1.7,36-45,Detractor (0-6)
CUST001095,Ishita Verma,Female,28,Mumbai,Maharashtra,490859,9573113733,Returning,Google Ads,2020-08-24,App User,Opted In,1,8,4.6,26-35,Passive (7-8)
CUST001096,Piyush Menon,Male,32,Bengaluru,Karnataka,651912,9745676018,Loyal,Organic Search,2024-09-23,App User,Opted Out,8,9,0.5,26-35,Promoter (9-10)
CUST001097,Simran Iyer,Female,32,Bengaluru,Karnataka,464041,9998792977,Loyal,Word of Mouth,2020-07-04,App User,Opted Out,6,9,4.7,26-35,Promoter (9-10)
CUST001098,Kavya Srivastava,Female,31,Hyderabad,Telangana,821723,9056559998,Returning,Organic Search,2022-09-19,App User,Opted In,5,9,2.5,26-35,Promoter (9-10)
CUST001099,Simran Dubey,Female,40,Mumbai,Maharashtra,502913,9081732260,Loyal,Word of Mouth,2022-08-30,App User,Opted In,3,7,2.6,36-45,Passive (7-8)
CUST001100,Sakshi Kulkarni,Female,34,Delhi,Delhi,802056,9451080752,New,Amazon,2023-11-14,Non-App User,Opted In,3,9,1.4,26-35,Promoter (9-10)
CUST001101,Jyoti Sharma,Female,42,Pune,Maharashtra,754373,9805698292,Returning,Google Ads,2023-03-13,Non-App User,Opted In,2,10,2.1,36-45,Promoter (9-10)
CUST001102,Gaurav Srivastava,Male,46,Nashik,Maharashtra,756442,9411913855,New,Word of Mouth,2022-01-11,Non-App User,Opted In,1,7,3.2,46-60,Passive (7-8)
CUST001103,Varun Menon,Male,30,Bengaluru,Karnataka,846711,9690949856,Returning,Google Ads,2021-10-15,App User,Opted In,1,7,3.5,26-35,Passive (7-8)
CUST001104,Nisha Reddy,Female,27,Ahmedabad,Gujarat,705029,9793525704,Returning,Amazon,2022-07-09,App User,Opted In,2,7,2.7,26-35,Passive (7-8)
CUST001105,Simran Rajan,Female,57,Delhi,Delhi,705479,9949097472,Returning,Word of Mouth,2023-03-19,App User,Opted In,5,7,2.0,46-60,Passive (7-8)
CUST001106,Deepak Murthy,Male,24,Chennai,Tamil Nadu,609012,9610884083,New,Organic Search,2024-07-14,Non-App User,Opted Out,4,9,0.7,18-25,Promoter (9-10)
CUST001107,Ananya Patel,Female,30,Mumbai,Maharashtra,840325,9669328993,Returning,Instagram,2022-03-19,Non-App User,Opted In,5,9,3.0,26-35,Promoter (9-10)
CUST001108,Sakshi Joshi,Female,28,Bhopal,Madhya Pradesh,522762,9830890115,Returning,Word of Mouth,2023-03-13,Non-App User,Opted In,2,10,2.1,26-35,Promoter (9-10)
CUST001109,Chhaya Choudhary,Female,27,Delhi,Delhi,627645,9608590851,New,Amazon,2023-07-24,Non-App User,Opted In,3,5,1.7,26-35,Detractor (0-6)
CUST001110,Vineet Jain,Male,49,Mumbai,Maharashtra,588296,9854489898,Returning,Email,2024-07-13,App User,Opted In,5,6,0.7,46-60,Detractor (0-6)
CUST001111,Ritika Srivastava,Female,34,Chennai,Tamil Nadu,783903,9672116554,Returning,Instagram,2023-08-21,Non-App User,Opted In,5,7,1.6,26-35,Passive (7-8)
CUST001112,Pooja Kumar,Female,21,Chennai,Tamil Nadu,593232,9161649994,Returning,Instagram,2024-06-29,App User,Opted Out,3,9,0.8,18-25,Promoter (9-10)
CUST001113,Rajesh Murthy,Male,44,Kolkata,West Bengal,712650,9330091833,Returning,Google Ads,2024-11-05,App User,Opted In,2,8,0.4,36-45,Passive (7-8)
CUST001114,Manish Agarwal,Male,27,Mumbai,Maharashtra,666877,9578439187,New,Word of Mouth,2023-11-04,Non-App User,Opted In,2,10,1.4,26-35,Promoter (9-10)
CUST001115,Ravi Hegde,Male,32,Mumbai,Maharashtra,484404,9816647845,Loyal,Instagram,2020-06-30,Non-App User,Opted In,7,10,4.8,26-35,Promoter (9-10)
CUST001116,Divya Dubey,Female,43,Delhi,Delhi,700464,9690635603,Returning,Amazon,2022-06-16,Non-App User,Opted In,2,10,2.8,36-45,Promoter (9-10)
CUST001117,Meera Menon,Female,25,Bengaluru,Karnataka,627821,9514686151,New,Instagram,2020-11-12,Non-App User,Opted Out,1,7,4.4,18-25,Passive (7-8)
CUST001118,Ishita Joshi,Female,37,Bengaluru,Karnataka,798382,9920507956,Loyal,Amazon,2020-12-06,App User,Opted In,2,9,4.3,36-45,Promoter (9-10)
CUST001119,Simran Hegde,Female,32,Pune,Maharashtra,415048,9197726529,New,Organic Search,2021-05-11,App User,Opted Out,3,7,3.9,26-35,Passive (7-8)
CUST001120,Hardik Joshi,Male,42,Mumbai,Maharashtra,677640,9584047159,New,Word of Mouth,2024-01-02,Non-App User,Opted In,2,8,1.2,36-45,Passive (7-8)
CUST001121,Tanvi Nair,Female,32,Pune,Maharashtra,428123,9320200198,New,Amazon,2024-03-14,App User,Opted In,3,10,1.0,26-35,Promoter (9-10)
CUST001122,Sakshi Bhatt,Female,38,Mumbai,Maharashtra,734288,9447624469,New,Amazon,2021-04-27,Non-App User,Opted Out,4,9,3.9,36-45,Promoter (9-10)
CUST001123,Preeti Joshi,Female,43,Chennai,Tamil Nadu,801543,9671971586,Returning,Word of Mouth,2023-08-31,App User,Opted Out,5,8,1.6,36-45,Passive (7-8)
CUST001124,Pallavi Dubey,Female,52,Bengaluru,Karnataka,817216,9314379016,Loyal,Google Ads,2024-05-27,Non-App User,Opted Out,1,7,0.8,46-60,Passive (7-8)
CUST001125,Shreya Shukla,Female,21,Bengaluru,Karnataka,746192,9798147866,Returning,Organic Search,2023-06-30,App User,Opted In,5,7,1.8,18-25,Passive (7-8)
CUST001126,Megha Bhat,Female,49,Delhi,Delhi,835593,9072771760,Loyal,Amazon,2021-09-26,Non-App User,Opted In,3,8,3.5,46-60,Passive (7-8)
CUST001127,Siddharth Kumar,Male,40,Bengaluru,Karnataka,456436,9607152228,Returning,Email,2024-05-14,App User,Opted In,5,10,0.9,36-45,Promoter (9-10)
CUST001128,Mansi Sharma,Female,28,Delhi,Delhi,767015,9046686577,Loyal,Organic Search,2024-07-20,App User,Opted In,9,10,0.7,26-35,Promoter (9-10)
CUST001129,Shreya Patil,Female,33,Delhi,Delhi,792776,9640216275,New,Organic Search,2020-08-26,App User,Opted In,4,5,4.6,26-35,Detractor (0-6)
CUST001130,Ishita Hegde,Female,47,Bengaluru,Karnataka,413830,9530411247,New,Organic Search,2021-08-13,App User,Opted In,5,7,3.6,46-60,Passive (7-8)
CUST001131,Divya Singh,Female,26,Chennai,Tamil Nadu,713885,9923306496,Returning,Influencer,2024-06-21,App User,Opted In,1,8,0.8,26-35,Passive (7-8)
CUST001132,Piyush Desai,Male,44,Bengaluru,Karnataka,645046,9213194846,New,Word of Mouth,2021-11-23,Non-App User,Opted In,4,5,3.4,36-45,Detractor (0-6)
CUST001133,Bhavna Jain,Female,33,Pune,Maharashtra,779096,9271645448,New,Google Ads,2024-01-19,App User,Opted Out,4,8,1.2,26-35,Passive (7-8)
CUST001134,Vivek Iyer,Male,26,Bengaluru,Karnataka,514626,9188828021,New,Organic Search,2022-10-15,Non-App User,Opted In,3,9,2.5,26-35,Promoter (9-10)
CUST001135,Khushi Verma,Female,57,Delhi,Delhi,646351,9215327214,Loyal,Influencer,2021-02-04,Non-App User,Opted In,16,8,4.2,46-60,Passive (7-8)
CUST001136,Komal Joshi,Female,45,Ahmedabad,Gujarat,404502,9546800675,Returning,Instagram,2024-12-20,App User,Opted In,4,8,0.3,36-45,Passive (7-8)
CUST001137,Mansi Patil,Female,30,Jaipur,Rajasthan,410749,9094712343,New,Google Ads,2022-08-28,App User,Opted In,3,10,2.6,26-35,Promoter (9-10)
CUST001138,Deepika Choudhary,Female,55,Kolkata,West Bengal,658005,9331053754,New,Organic Search,2022-03-31,App User,Opted In,5,5,3.0,46-60,Detractor (0-6)
CUST001139,Komal Das,Female,38,Hyderabad,Telangana,410603,9458991424,New,Email,2024-10-23,App User,Opted In,3,7,0.4,36-45,Passive (7-8)
CUST001140,Ishita Jain,Female,21,Indore,Madhya Pradesh,812735,9025308101,Loyal,Google Ads,2022-11-03,App User,Opted Out,14,6,2.4,18-25,Detractor (0-6)
CUST001141,Deepak Yadav,Male,21,Mumbai,Maharashtra,445703,9757182402,Loyal,Instagram,2024-10-08,Non-App User,Opted Out,9,9,0.5,18-25,Promoter (9-10)
CUST001142,Preeti Chatterjee,Female,34,Delhi,Delhi,590561,9855992071,New,Word of Mouth,2021-06-24,Non-App User,Opted In,5,7,3.8,26-35,Passive (7-8)
CUST001143,Ritika Das,Female,39,Kolkata,West Bengal,701539,9173434910,New,Organic Search,2023-10-17,Non-App User,Opted In,2,8,1.5,36-45,Passive (7-8)
CUST001144,Nisha Hegde,Female,24,Bengaluru,Karnataka,845848,9626098866,Returning,Amazon,2022-12-26,Non-App User,Opted Out,2,10,2.3,18-25,Promoter (9-10)
CUST001145,Khushi Rajan,Female,23,Delhi,Delhi,784212,9515659599,New,Influencer,2022-09-23,App User,Opted In,2,7,2.5,18-25,Passive (7-8)
CUST001146,Aakash Verma,Male,34,Pune,Maharashtra,703151,9074041989,New,Email,2023-01-21,App User,Opted In,4,7,2.2,26-35,Passive (7-8)
CUST001147,Ritika Sharma,Female,51,Bengaluru,Karnataka,628521,9616701726,Loyal,Instagram,2024-12-30,App User,Opted In,16,6,0.2,46-60,Detractor (0-6)
CUST001148,Rajesh Patel,Male,24,Mumbai,Maharashtra,760352,9442883343,Returning,Instagram,2021-07-29,Non-App User,Opted Out,1,8,3.7,18-25,Passive (7-8)
CUST001149,Mansi Pillai,Female,34,Mumbai,Maharashtra,539815,9568679765,Loyal,Organic Search,2024-09-23,Non-App User,Opted Out,8,8,0.5,26-35,Passive (7-8)
CUST001150,Nisha Srivastava,Female,23,Mumbai,Maharashtra,577453,9384986975,New,Google Ads,2021-09-12,App User,Opted In,1,8,3.6,18-25,Passive (7-8)
CUST001151,Aakash Rao,Male,21,Mumbai,Maharashtra,562340,9553689823,Returning,Google Ads,2024-09-13,Non-App User,Opted In,4,7,0.5,18-25,Passive (7-8)
CUST001152,Arjun Ghosh,Male,27,Bengaluru,Karnataka,802562,9184042010,Returning,Amazon,2024-02-04,App User,Opted In,4,6,1.2,26-35,Detractor (0-6)
CUST001153,Chhaya Yadav,Female,35,Noida,Uttar Pradesh,675289,9928470061,Returning,Instagram,2021-08-13,App User,Opted In,5,9,3.6,26-35,Promoter (9-10)
CUST001154,Khushi Patel,Female,22,Bengaluru,Karnataka,629528,9883212321,New,Google Ads,2021-03-28,App User,Opted In,4,10,4.0,18-25,Promoter (9-10)
CUST001155,Rekha Dubey,Female,27,Delhi,Delhi,848334,9627182508,New,Influencer,2022-11-27,Non-App User,Opted In,4,6,2.3,26-35,Detractor (0-6)
CUST001156,Lokesh Malhotra,Male,35,Delhi,Delhi,798926,9372493821,New,Word of Mouth,2024-09-30,App User,Opted Out,5,8,0.5,26-35,Passive (7-8)
CUST001157,Riya Chatterjee,Female,42,Mumbai,Maharashtra,739071,9866223038,Returning,Amazon,2022-03-16,Non-App User,Opted In,1,8,3.0,36-45,Passive (7-8)
CUST001158,Neha Menon,Female,42,Mumbai,Maharashtra,747012,9627896254,New,Organic Search,2024-11-15,App User,Opted In,2,7,0.4,36-45,Passive (7-8)
CUST001159,Lokesh Shah,Male,32,Delhi,Delhi,744894,9400238836,Loyal,Amazon,2020-11-02,App User,Opted In,1,8,4.4,26-35,Passive (7-8)
CUST001160,Komal Rao,Female,32,Ahmedabad,Gujarat,769749,9830334736,Returning,Instagram,2022-12-16,App User,Opted Out,3,7,2.3,26-35,Passive (7-8)
CUST001161,Abhishek Agarwal,Male,28,Hyderabad,Telangana,721083,9271752396,Returning,Organic Search,2021-06-12,Non-App User,Opted In,1,10,3.8,26-35,Promoter (9-10)
CUST001162,Nisha Pandey,Female,37,Delhi,Delhi,513368,9217629417,New,Organic Search,2024-01-05,App User,Opted In,1,8,1.2,36-45,Passive (7-8)
CUST001163,Siddharth Kumar,Male,33,Bengaluru,Karnataka,528460,9956448925,Loyal,Organic Search,2024-02-20,Non-App User,Opted In,17,7,1.1,26-35,Passive (7-8)
CUST001164,Tushar Shetty,Male,40,Chennai,Tamil Nadu,770073,9734807458,Returning,Organic Search,2021-07-28,Non-App User,Opted In,5,8,3.7,36-45,Passive (7-8)
CUST001165,Hardik Murthy,Male,33,Pune,Maharashtra,642141,9060215256,Returning,Instagram,2023-03-01,App User,Opted In,4,7,2.1,26-35,Passive (7-8)
CUST001166,Anjali Bose,Female,38,Delhi,Delhi,628219,9437785322,New,Instagram,2022-10-10,Non-App User,Opted In,3,10,2.5,36-45,Promoter (9-10)
CUST001167,Simran Kumar,Female,36,Mumbai,Maharashtra,539259,9386010512,Returning,Organic Search,2024-04-14,App User,Opted In,5,10,1.0,36-45,Promoter (9-10)
CUST001168,Sonal Kulkarni,Female,59,Hyderabad,Telangana,616395,9245937930,New,Word of Mouth,2022-07-21,App User,Opted In,4,8,2.7,46-60,Passive (7-8)
CUST001169,Ananya Sharma,Female,33,Bengaluru,Karnataka,846217,9096676601,Loyal,Email,2024-01-06,App User,Opted In,6,10,1.2,26-35,Promoter (9-10)
CUST001170,Nisha Yadav,Female,32,Mumbai,Maharashtra,625466,9941517514,New,Amazon,2020-08-08,Non-App User,Opted In,1,8,4.6,26-35,Passive (7-8)
CUST001171,Sneha Mehta,Female,37,Mumbai,Maharashtra,638489,9268470106,New,Organic Search,2020-08-12,App User,Opted In,3,7,4.6,36-45,Passive (7-8)
CUST001172,Jyoti Gupta,Female,37,Delhi,Delhi,577360,9281174648,Loyal,Organic Search,2023-05-01,App User,Opted In,5,6,1.9,36-45,Detractor (0-6)
CUST001173,Mohit Agarwal,Male,42,Bengaluru,Karnataka,795871,9865664026,New,Google Ads,2022-03-11,Non-App User,Opted Out,2,7,3.1,36-45,Passive (7-8)
CUST001174,Arjun Verma,Male,42,Hyderabad,Telangana,519540,9697379210,New,Word of Mouth,2022-01-29,Non-App User,Opted In,5,7,3.2,36-45,Passive (7-8)
CUST001175,Ravi Rao,Male,26,Hyderabad,Telangana,538885,9963042903,Returning,Organic Search,2021-07-11,Non-App User,Opted In,1,6,3.7,26-35,Detractor (0-6)
CUST001176,Divya Patil,Female,31,Delhi,Delhi,455896,9266326287,New,Instagram,2022-10-17,Non-App User,Opted In,3,8,2.5,26-35,Passive (7-8)
CUST001177,Priya Joshi,Female,29,Mumbai,Maharashtra,535457,9248432334,Returning,Word of Mouth,2024-03-09,Non-App User,Opted In,2,9,1.1,26-35,Promoter (9-10)
CUST001178,Rekha Kumar,Female,30,Chennai,Tamil Nadu,464256,9663996241,Returning,Instagram,2021-04-10,Non-App User,Opted In,3,8,4.0,26-35,Passive (7-8)
